Crop,Variety
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
JOWARRABI,PHULESUCHITRA (RSV-1098)
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),PHULESAMADHAN(NIAW-1994)
WHEAT (GEHON),PHULESAMADHAN(NIAW-1994)
WHEAT (GEHON),PHULESAMADHAN(NIAW-1994)
WHEAT (GEHON),PHULESAMADHAN(NIAW-1994)
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
JOWARRABI,MALDANDI(M-35-1)
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),Super Annigeri-1 (MABC-WR-SAI)
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),Super Annigeri-1 (MABC-WR-SAI)
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
JOWARRABI,Parbhani Supermoti (SPV 2407)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,Parbhani Supermoti (SPV 2407)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRAM
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
JOWARRABI,Parbhani Supermoti (SPV 2407)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PDKV-KANAK(AKG-1303)
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
JOWARRABI,Parbhani Supermoti (SPV 2407)
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
WHEAT (GEHON),LOK-1
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
JOWARRABI,Parbhani Supermoti (SPV 2407)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRAM
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PDKV-KANAK(AKG-1303)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PDKV-KANAK(AKG-1303)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PDKV-KANAK(AKG-1303)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PDKV-KANAK(AKG-1303)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PDKV-KANAK(AKG-1303)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
JOWARRABI,Parbhani Supermoti (SPV 2407)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PKVKABULI(KAK-2)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PARBHANIMOTI(SPV-1411)
JOWARRABI,PARBHANIMOTI(SPV-1411)
JOWARRABI,PHULESUCHITRA (RSV-1098)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRANT
WHEAT (GEHON),POSHAN(HI-8663)
JOWARRABI,PHULESUCHITRA (RSV-1098)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
WHEAT (GEHON),HI-1605
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),JAKI-9218
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
WHEAT (GEHON),GW-496
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),DIGVIJAY
WHEAT (GEHON),HI-1544
WHEAT (GEHON),HI-1544
JOWARRABI,PHULESUCHITRA (RSV-1098)
WHEAT (GEHON),HI-1544
WHEAT (GEHON),GW-496
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PKVKABULI(KAK-2)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PKVK-4
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
WHEAT (GEHON),PDKV-SARDAR
WHEAT (GEHON),PDKV-SARDAR
JOWARRABI,Parbhani Supermoti (SPV 2407)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRAM
WHEAT (GEHON),PDKV-SARDAR
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRAM
WHEAT (GEHON),PDKV-SARDAR
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRAM
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRAM
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRAM
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),PHULEVIKRAM
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
JOWARRABI,Parbhani Supermoti (SPV 2407)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
JOWARRABI,Parbhani Supermoti (SPV 2407)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),VIJAY(PHULEG-81-1-1)
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
BENGAL GRAM (GRAM/CHICK PEA/KABULI/CHANA),BDNGK-798
